ticker,company_name,sector,as_of_date,close,cycle_phase,cycle_confidence,transition_risk,pending_phase,dwell_progress,composite_score,zigzag_score,stc_score,trend_score,candlestick_score,harmonic_pattern,gann_score,pe_ratio,pe_percentile_vs_universe,pb_ratio,dividend_yield_percent,earnings_quarterly_growth_percent
EASEMYTRIP.NS,EASY TRIP PLANNERS LTD,Consumer Cyclical,2026-09-22,5.989999771118164,ACCUMULATION,0.44,medium,,,-0.049,-1.0,0.616,0.236,0.25,,0.0,,,2.5381355,0.0,
EASTSILK.NS,EASTERN SILK INDUSTRIES L,Consumer Cyclical,2026-09-22,65.25,CONTRACTION,0.44,low,EXPANSION,1/5,0.407,1.0,0.58,-0.36,0.0,,0.0,,,0.9106769,0.0,
EBGNG.NS,GNG ELECTRONICS LIMITED,Technology,2026-09-22,692.2999877929688,EXPANSION,0.53,low,,,0.244,0.0,-0.026,1.0,0.0,,0.0,55.695896,81.7,10.406926,0.0,56.2
ECLERX.NS,ECLERX SERVICES LTD,Technology,2026-09-22,1924.0999755859375,EXPANSION,0.36,low,DISTRIBUTION,1/5,0.084,1.0,-0.552,-0.013,1.0,,0.0,24.900997,49.5,6.949094,0.05,16.0
ECOSMOBLTY.NS,ECOS (INDIA) MOB & HOSP L,Industrials,2026-09-22,108.62000274658203,ACCUMULATION,0.53,low,DISTRIBUTION,2/5,-0.022,0.0,-0.775,-0.047,-0.25,,0.0,11.072375,14.3,2.4531925,2.17,9.3
EDELWEISS.NS,EDELWEISS FIN SERV LTD,Financial Services,2026-09-22,141.16000366210938,EXPANSION,0.71,low,,,0.269,0.0,0.14,0.87,0.0,,0.0,18.947653,36.9,2.8900766,1.08,83.0
EFCIL.NS,EFC (I) LIMITED,Real Estate,2026-09-22,177.99000549316406,ACCUMULATION,0.53,low,CONTRACTION,3/5,-0.381,-1.0,-0.525,-1.0,1.0,,0.0,9.715611,11.5,3.0241094,0.0,100.49999999999999
EICHERMOT.NS,EICHER MOTORS LTD,Consumer Cyclical,2026-09-22,7427.0,DISTRIBUTION,0.36,low,EXPANSION,3/5,-0.029,1.0,-0.5,-0.618,1.0,BUTTERFLY,0.0,35.30782,65.3,8.116807,1.09,21.3
EIDPARRY.NS,EID PARRY INDIA LTD,Basic Materials,2026-09-22,695.5499877929688,CONTRACTION,0.71,low,,,-0.449,0.0,-0.502,-0.293,0.0,,0.0,26.680092,52.1,1.4072126,0.0,-42.5
EIEL.NS,ENVIRO INFRA ENGINEERS L,Industrials,2026-09-22,201.07000732421875,ACCUMULATION,0.53,low,EXPANSION,3/5,0.128,0.0,0.439,0.671,1.0,,0.0,19.55934,37.8,2.8612697,0.0,-4.9
EIFFL.NS,EURO (I) FRESH FOODS LTD,Consumer Defensive,2026-09-22,256.1499938964844,EXPANSION,0.53,low,CONTRACTION,2/5,-0.217,0.0,-0.647,-0.221,1.0,,0.0,118.041466,94.9,8.26557,0.0,124.2
EIHAHOTELS.NS,EIH ASSOCIATED HOTELS LTD,Consumer Cyclical,2026-09-22,298.79998779296875,EXPANSION,0.89,medium,ACCUMULATION,3/5,-0.163,-1.0,0.645,-0.087,0.0,,0.0,20.70686,40.7,3.0224864,1.17,11.600000000000001
EIHOTEL.NS,EIH LIMITED,Consumer Cyclical,2026-09-22,303.8999938964844,ACCUMULATION,0.71,medium,,,0.225,0.0,0.972,-0.073,0.0,,0.0,26.728231,52.2,3.6115367,0.49,246.0
EIMCOELECO.NS,EIMCO ELECON (INDIA) LTD,Industrials,2026-09-22,2256.10009765625,ACCUMULATION,0.53,high,DISTRIBUTION,3/5,0.153,1.0,-0.973,0.93,1.0,,0.0,32.897346,61.6,2.7837143,0.17,6.2
EKC.NS,EVEREST KANTO CYLINDERLTD,Industrials,2026-09-22,100.80999755859375,CONTRACTION,0.71,low,,,-0.396,-1.0,-0.5,-0.083,-0.6,,0.0,9.025067,10.1,0.8081545,0.7,-41.8
ELDEHSG.NS,ELDECO HSG & IND LTD.,Real Estate,2026-09-22,780.0,CONTRACTION,0.53,low,ACCUMULATION,3/5,-0.273,0.0,-0.311,-0.779,1.0,,0.0,20.613108,40.7,1.918956,1.15,382.0
ELECON.NS,ELECON ENG. CO. LTD,Industrials,2026-09-22,420.54998779296875,CONTRACTION,0.89,low,,,-0.569,-1.0,-0.081,-0.193,1.0,,0.0,39.93827,70.8,4.0927052,0.48,-59.9
ELECTCAST.NS,ELECTROSTEEL CASTINGS LTD,Industrials,2026-09-22,72.87999725341797,EXPANSION,0.71,high,DISTRIBUTION,3/5,0.012,1.0,-0.56,0.608,-1.0,,0.0,37.374355,67.6,0.7606086,1.22,-45.7
ELECTHERM.NS,ELECTROTHERM (I) LTD.,Basic Materials,2026-09-22,903.8499755859375,DISTRIBUTION,0.78,high,,,0.135,1.0,-0.502,0.475,0.0,,0.0,,,-7.4821396,0.0,-75.0
ELGIEQUIP.NS,ELGI EQUIPMENTS LTD,Industrials,2026-09-22,608.9500122070312,EXPANSION,0.53,low,CONTRACTION,3/5,-0.256,-1.0,-0.557,0.532,-1.0,,0.0,42.883804,73.3,8.600988,0.44,20.7
ELGIRUBCO.NS,ELGI RUBBER CO. LTD,Consumer Cyclical,2026-09-22,59.77000045776367,EXPANSION,0.44,medium,ACCUMULATION,2/5,0.262,-1.0,0.873,0.914,0.0,,0.0,,,3.951997,0.0,
ELIN.NS,ELIN ELECTRONICS LIMITED,Industrials,2026-09-22,90.70999908447266,DISTRIBUTION,0.67,low,CONTRACTION,3/5,-0.56,-1.0,-0.502,-0.177,0.0,,0.0,,,0.77731216,0.0,
ELLEN.NS,ELLENBARRIE INDUS GASES L,Basic Materials,2026-09-22,357.1000061035156,CONTRACTION,0.71,low,EXPANSION,3/5,0.634,1.0,0.534,1.0,0.0,,0.0,41.571594,71.6,5.15058,0.0,86.8
EMAMILTD.NS,EMAMI LIMITED,Consumer Defensive,2026-09-22,390.0,CONTRACTION,0.36,low,EXPANSION,2/5,0.247,1.0,0.981,-0.083,-1.0,,0.0,22.714037,44.8,5.8220253,3.15,-16.400000000000002
EMAMIPAP.NS,EMAMI PAPER MILLS LIMITED,Basic Materials,2026-09-22,113.80999755859375,DISTRIBUTION,0.71,low,,,0.327,0.0,-0.578,0.887,-1.0,,0.0,8.386883,7.3,1.4348571,2.79,511.9
EMAMIREAL.NS,EMAMI REALTY LIMITED,Real Estate,2026-09-22,68.0,CONTRACTION,0.44,low,ACCUMULATION,3/5,0.183,0.0,0.619,-0.07,1.0,,0.0,,,-1.2018806,0.0,
EMBDL.NS,EMBASSY DEVELOPMENTS LTD,Real Estate,2026-09-22,58.43000030517578,CONTRACTION,0.44,low,ACCUMULATION,3/5,0.2,-1.0,0.75,0.85,1.0,,0.0,,,0.8228187,0.0,
EMCURE.NS,EMCURE PHARMACEUTICALS L,Healthcare,2026-09-22,1975.0,EXPANSION,0.71,low,,,0.545,1.0,0.492,0.687,-1.0,BUTTERFLY,0.0,36.95042,67.2,7.5634565,0.18,42.1
EMIL.NS,ELECTRONICS MART IND LTD,Consumer Cyclical,2026-09-22,192.61000061035156,CONTRACTION,0.71,low,EXPANSION,3/5,0.425,0.0,0.748,0.953,1.0,,0.0,35.9347,66.0,4.569307,0.0,458.1
EMKAY.NS,EMKAY GLOBAL FIN SERV LTD,Financial Services,2026-09-22,264.54998779296875,EXPANSION,0.53,low,DISTRIBUTION,1/5,-0.072,0.0,-0.507,0.221,1.0,,0.0,39.134613,70.0,1.8200268,0.59,90.4
EMMBI.NS,EMMBI INDUSTRIES LIMITED,Consumer Cyclical,2026-09-22,90.88999938964844,EXPANSION,0.53,low,DISTRIBUTION,2/5,0.059,0.0,-0.696,0.933,0.0,,0.0,20.152992,39.4,0.87912405,0.34,53.7
EMSLIMITED.NS,EMS LIMITED,Industrials,2026-09-22,365.25,DISTRIBUTION,0.71,low,CONTRACTION,3/5,-0.555,-1.0,-0.95,0.731,0.111,,0.0,29.743486,57.4,1.9217818,0.41,-59.099999999999994
EMUDHRA.NS,EMUDHRA LIMITED,Technology,2026-09-22,649.25,CONTRACTION,0.71,low,EXPANSION,3/5,0.742,1.0,0.972,0.997,0.0,,0.0,46.708633,76.0,5.8462024,0.19,29.2
ENDURANCE.NS,ENDURANCE TECHNO. LTD.,Consumer Cyclical,2026-09-22,2693.699951171875,DISTRIBUTION,0.53,low,CONTRACTION,3/5,-0.431,-1.0,-0.5,0.076,-0.667,,0.0,39.090115,69.8,5.5388656,0.42,8.0
ENERGYDEV.NS,ENERGY DEVE. CO.LTD,Utilities,2026-09-22,14.539999961853027,CONTRACTION,0.67,low,,,-0.581,-1.0,-0.5,-0.242,0.111,,0.0,,,17.645632,0.0,
ENGINERSIN.NS,ENGINEERS INDIA LTD,Industrials,2026-09-22,302.54998779296875,EXPANSION,0.71,low,ACCUMULATION,1/5,-0.017,-1.0,0.215,0.718,1.0,,0.0,21.672636,42.9,5.419615,1.75,141.5
ENIL.NS,ENTERTAIN NET. IND. LTD.,Communication Services,2026-09-22,99.63999938964844,ACCUMULATION,0.67,low,EXPANSION,2/5,0.401,0.0,0.937,0.267,1.0,,0.0,,,0.6267652,2.0,
ENRIN.NS,SIEMENS ENERGY INDIA LTD,Utilities,2026-09-22,3235.0,DISTRIBUTION,0.71,medium,ACCUMULATION,3/5,0.125,-1.0,0.875,0.625,0.0,,0.0,77.68972,88.4,23.942213,0.12,67.80000000000001
ENTERO.NS,ENTERO HEALTHCARE SOLU L,Healthcare,2026-09-22,1841.800048828125,EXPANSION,0.53,medium,DISTRIBUTION,3/5,0.247,1.0,-0.977,0.963,0.0,,0.0,64.04034,85.5,4.745819,0.0,37.3
EPACK.NS,EPACK DURABLE LIMITED,Consumer Cyclical,2026-09-22,181.5500030517578,CONTRACTION,0.58,low,ACCUMULATION,3/5,-0.317,-1.0,0.75,-0.359,0.0,,0.0,,,1.5250022,0.0,-48.4
EPACKPEB.NS,EPACK PREFAB TECHN LTD,Industrials,2026-09-22,250.33999633789062,CONTRACTION,0.53,low,,,-0.192,-1.0,-0.602,1.0,1.0,,0.0,26.57537,51.9,3.4235933,0.0,13.4
EPIGRAL.NS,EPIGRAL LIMITED,Basic Materials,2026-09-22,1100.9000244140625,DISTRIBUTION,0.71,low,CONTRACTION,3/5,-0.375,-1.0,-0.553,0.883,0.167,,0.0,17.535841,34.0,2.1380062,0.45,-37.9
EPL.NS,EPL LIMITED,Consumer Cyclical,2026-09-22,236.64999389648438,CONTRACTION,0.71,low,,,-0.336,-1.0,-0.501,0.67,1.0,,0.0,19.574028,37.9,2.6463516,2.09,-1.4000000000000001
EQUIPPP.NS,EQUIPPP SOC IMP TECH LTD,Technology,2026-09-22,22.780000686645508,CONTRACTION,0.58,low,EXPANSION,3/5,0.298,0.0,0.811,0.732,1.0,,0.0,126.55556,95.5,23.436214,0.0,
EQUITASBNK.NS,EQUITAS SMALL FIN BNK LTD,Financial Services,2026-09-22,72.91000366210938,DISTRIBUTION,0.58,medium,ACCUMULATION,1/5,-0.043,-1.0,0.825,0.249,1.0,,0.0,16.347534,31.3,1.3611755,0.0,
ERIS.NS,ERIS LIFESCIENCES LIMITED,Healthcare,2026-09-22,1271.199951171875,ACCUMULATION,0.53,low,,,-0.16,0.0,-0.34,-0.301,-1.0,,0.0,27.110258,53.0,4.4528046,1.11,20.7
ESABINDIA.NS,ESAB INDIA LTD,Industrials,2026-09-22,5654.5,CONTRACTION,0.71,low,,,-0.574,-1.0,-0.502,-0.793,0.111,,0.0,39.259182,70.2,20.27102,1.8,37.1
ESAFSFB.NS,ESAF SMALL FINANCE BANK L,Financial Services,2026-09-22,39.459999084472656,DISTRIBUTION,0.44,low,CONTRACTION,2/5,-0.219,-1.0,-0.505,0.849,1.0,,0.0,,,1.1389811,0.0,
ESCORTS.NS,ESCORTS KUBOTA LIMITED,Industrials,2026-09-22,2793.60009765625,CONTRACTION,0.71,low,,,-0.477,0.0,-0.5,-0.409,-1.0,,0.0,22.213741,43.9,2.5260327,1.17,-72.39999999999999
ESSARSHPNG.NS,ESSAR SHIPPING LTD,Industrials,2026-09-22,15.630000114440918,ACCUMULATION,0.71,high,,,-0.12,-1.0,0.492,-0.973,0.0,,0.0,3.5522726,1.5,-0.15591334,0.0,742.1
ESSENTIA.NS,INTEGRA ESSENTIA LIMITED,Consumer Defensive,2026-09-22,1.0399999618530273,CONTRACTION,0.58,low,DISTRIBUTION,1/5,0.022,0.0,0.438,0.14,1.0,,0.0,,,0.77554065,0.0,-96.5
ESTER.NS,ESTER INDUSTRIES LTD,Basic Materials,2026-09-22,87.11000061035156,CONTRACTION,0.67,medium,DISTRIBUTION,2/5,0.113,0.0,-0.5,0.84,0.333,,0.0,,,1.081843,0.29,
ETERNAL.NS,ETERNAL LIMITED,Consumer Cyclical,2026-09-22,342.0,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.586,1.0,0.75,0.595,1.0,,0.0,727.65955,99.3,10.10967,0.0,268.0
ETHOSLTD.NS,ETHOS LIMITED,Consumer Cyclical,2026-09-22,2613.300048828125,DISTRIBUTION,0.53,low,CONTRACTION,3/5,-0.247,-1.0,-0.501,0.515,1.0,,0.0,67.16268,86.2,4.6995797,0.0,47.9
EUREKAFORB.NS,EUREKA FORBES LIMITED,Consumer Cyclical,2026-09-22,377.29998779296875,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.587,-1.0,-0.533,-0.813,0.333,,0.0,40.526314,71.2,1.5873417,0.0,47.3
EUROBOND.NS,EURO PANEL PRODUCTS LTD,Industrials,2026-09-22,153.10000610351562,CONTRACTION,0.71,medium,ACCUMULATION,3/5,-0.272,-1.0,0.782,-0.413,-1.0,,0.0,14.650719,26.4,2.3421247,0.0,-16.400000000000002
EUROPRATIK.NS,EURO PRATIK SALES LIMITED,Basic Materials,2026-09-22,218.4499969482422,ACCUMULATION,0.71,low,,,-0.558,-1.0,-0.5,-0.732,1.0,,0.0,25.94418,50.8,7.218624,0.18,93.8
EUROTEXIND.NS,EUROTEX IND & EXPORTS LTD,Real Estate,2026-09-22,12.260000228881836,ACCUMULATION,0.44,low,CONTRACTION,1/5,-0.399,0.0,-0.53,-0.668,1.0,,0.0,,,-0.398777,0.0,
EVEREADY.NS,EVEREADY INDS. IND.  LTD.,Industrials,2026-09-22,329.04998779296875,ACCUMULATION,0.71,low,EXPANSION,3/5,0.085,0.0,-0.425,0.157,-1.0,,0.0,13.419657,21.1,3.8394668,0.78,22.3
EVERESTIND.NS,EVEREST INDUSTRIES LTD,Industrials,2026-09-22,432.45001220703125,EXPANSION,0.58,medium,ACCUMULATION,3/5,0.208,-1.0,0.75,0.477,0.0,,0.0,,,1.386591,0.24,6145.8
EXCELINDUS.NS,EXCEL INDUSTRIES LTD,Basic Materials,2026-09-22,952.5999755859375,DISTRIBUTION,0.71,low,CONTRACTION,3/5,-0.355,-1.0,-0.5,0.664,0.0,,0.0,16.79182,32.2,0.7030808,1.44,-12.7
EXICOM.NS,EXICOM TELE SYSTEMS LTD,Industrials,2026-09-22,161.44000244140625,EXPANSION,0.44,low,CONTRACTION,2/5,-0.452,-1.0,-0.976,0.621,1.0,,0.0,,,3.3406448,0.0,
EXIDEIND.NS,EXIDE INDUSTRIES LTD,Consumer Cyclical,2026-09-22,429.70001220703125,ACCUMULATION,0.71,medium,,,0.168,-1.0,0.875,0.797,-0.6,,0.0,39.242012,70.1,2.626753,0.46,28.4
EXPLEOSOL.NS,EXPLEO SOLUTIONS LIMITED,Technology,2026-09-22,877.2000122070312,DISTRIBUTION,0.36,low,CONTRACTION,3/5,-0.044,-1.0,-0.864,0.686,-1.0,,0.0,9.887286,11.8,1.753667,12.46,67.30000000000001
EXXARO.NS,EXXARO TILES LIMITED,Industrials,2026-09-22,6.230000019073486,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.455,-1.0,-0.705,-0.114,0.0,,0.0,69.22222,86.7,1.0509447,0.0,156.1
FABTECH.NS,FABTECH TECHNOLOGIES LTD,Healthcare,2026-09-22,147.02000427246094,ACCUMULATION,0.39,low,,,-0.161,0.0,0.189,-0.861,1.0,,0.0,13.426485,21.3,1.3434459,0.41,
FACT.NS,FACT LTD,Basic Materials,2026-09-22,798.4500122070312,ACCUMULATION,0.44,low,,,0.036,0.0,0.559,-0.452,0.0,,0.0,,,37.37012,0.05,
FAIRCHEMOR.NS,FAIRCHEM ORGANICS LIMITED,Basic Materials,2026-09-22,636.5999755859375,CONTRACTION,0.53,low,ACCUMULATION,3/5,-0.188,-1.0,-0.5,0.748,-1.0,,0.0,56.236748,82.0,3.0484123,0.16,753.3000000000001
FAZE3Q.NS,FAZE THREE LIMITED,Consumer Cyclical,2026-09-22,422.8500061035156,ACCUMULATION,0.89,low,CONTRACTION,3/5,-0.801,-1.0,-0.963,-0.241,1.0,,0.0,33.855083,62.6,2.273424,0.0,-24.5
FCL.NS,FINEOTEX CHEMICAL LIMITED,Basic Materials,2026-09-22,57.38999938964844,DISTRIBUTION,0.53,medium,,,0.248,1.0,-0.985,0.977,-1.0,,0.0,220.73077,97.0,5.409558,0.23,54.800000000000004
FCSSOFT.NS,FCS SOFTWARE SOLN. LTD.,Technology,2026-09-22,1.3799999952316284,CONTRACTION,0.53,low,,,-0.229,-1.0,-0.639,0.724,1.0,,0.0,69.0,86.5,0.56673515,0.0,46.7
FDC.NS,FDC LIMITED,Healthcare,2026-09-22,356.5,ACCUMULATION,0.53,low,EXPANSION,3/5,0.306,1.0,0.507,-0.017,0.6,,0.0,19.827587,38.5,2.3358514,2.76,9.2
FEDERALBNK.NS,FEDERAL BANK LTD,Financial Services,2026-09-22,327.0,CONTRACTION,0.71,low,ACCUMULATION,3/5,-0.379,-1.0,-0.5,-0.189,1.0,,0.0,17.495987,33.7,2.0129888,0.36,36.8
FEDFINA.NS,FEDBANK FINANCIAL SER L,Financial Services,2026-09-22,152.13999938964844,EXPANSION,0.71,low,CONTRACTION,2/5,-0.447,-1.0,-0.619,-0.58,-1.0,,0.0,15.003944,27.3,1.9456487,0.0,52.5
FEL.NS,FUTURE ENTERPRISES LTD,Consumer Cyclical,2026-09-22,0.36000001430511475,CONTRACTION,0.67,low,,,-0.561,-1.0,-0.505,-0.178,1.0,,0.0,,,0.0068043927,0.0,
FELDVR.NS,FUTURE ENTERPRISES LTD,Consumer Cyclical,2026-09-22,2.069999933242798,CONTRACTION,0.67,low,,,-0.752,-1.0,-0.502,-0.755,1.0,,0.0,,,0.039125256,0.0,
FIBERWEB.NS,FIBERWEB INDIA LIMITED,Consumer Cyclical,2026-09-22,26.139999389648438,DISTRIBUTION,0.71,low,ACCUMULATION,3/5,-0.422,-1.0,0.53,-0.695,0.0,,0.0,14.441989,25.8,0.402637,0.0,-94.6
FIEMIND.NS,FIEM INDUSTRIES LIMITED,Consumer Cyclical,2026-09-22,1906.699951171875,CONTRACTION,0.53,low,,,-0.403,0.0,-0.5,-0.987,-1.0,,0.0,19.074629,37.0,4.1303105,2.1,12.8
FILATEX.NS,FILATEX INDIA LTD,Consumer Cyclical,2026-09-22,101.06999969482422,EXPANSION,0.71,low,,,0.679,1.0,0.738,0.997,0.0,,0.0,23.50465,46.5,4.6651278,0.29,19.3
FILATFASH.NS,FILATEX FASHIONS LIMITED,Consumer Cyclical,2026-09-22,0.17000000178813934,ACCUMULATION,0.58,low,CONTRACTION,1/5,-0.614,-1.0,-0.875,0.227,0.0,,0.0,,,0.057588078,0.0,-78.4
FINCABLES.NS,FINOLEX CABLES LTD,Industrials,2026-09-22,1468.0999755859375,CONTRACTION,0.71,low,EXPANSION,3/5,0.664,1.0,0.711,0.944,0.0,,0.0,28.043936,54.8,3.6904829,0.64,53.1
FINEORG.NS,FINE ORGANIC IND. LTD.,Basic Materials,2026-09-22,5159.5,DISTRIBUTION,0.53,low,,,-0.003,0.0,-0.504,0.54,1.0,,0.0,36.040092,66.2,5.9369016,0.21,18.0
FINKURVE.NS,FINKURVE FINANCIAL SERV L,Financial Services,2026-09-22,70.38999938964844,CONTRACTION,0.71,medium,ACCUMULATION,3/5,0.042,0.0,0.809,-0.641,-1.0,,0.0,34.004833,63.1,2.8294075,0.0,65.7
FINOPB.NS,FINO PAYMENTS BANK LTD,Financial Services,2026-09-22,133.02000427246094,CONTRACTION,0.78,low,,,-0.62,-1.0,-0.5,-0.17,0.0,,0.0,52.996017,79.6,1.3799042,0.0,
FINPIPE.NS,FINOLEX INDUSTRIES LTD,Industrials,2026-09-22,152.94000244140625,CONTRACTION,0.71,medium,ACCUMULATION,3/5,-0.287,-1.0,-0.011,-0.425,0.273,,0.0,15.370854,28.5,1.5199007,1.31,16.7
FIRSTCRY.NS,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,2026-09-22,175.0800018310547,CONTRACTION,0.44,medium,ACCUMULATION,3/5,0.194,0.0,0.875,-0.292,1.0,,0.0,,,1.745024,0.0,
FISCHER.NS,FISCHER MEDICAL VENTURE L,Healthcare,2026-09-22,32.95000076293945,CONTRACTION,0.89,low,,,-0.834,-1.0,-0.506,-0.829,0.0,,0.0,73.22223,87.3,5.5331655,0.15,-24.3
FIVESTAR.NS,FIVE-STAR BUS FIN LTD,Financial Services,2026-09-22,524.8499755859375,CONTRACTION,0.71,medium,DISTRIBUTION,1/5,0.38,1.0,-0.395,0.84,-1.0,,0.0,14.025922,24.5,2.0991817,0.38,1.9
FLAIR.NS,FLAIR WRITING INDUST LTD,Industrials,2026-09-22,241.2899932861328,CONTRACTION,0.53,low,ACCUMULATION,1/5,-0.191,0.0,0.561,-0.937,0.0,,0.0,18.210566,35.5,2.227587,0.42,-0.3
FLEXITUFF.NS,FLEXITUFF VENTURES INT L,Consumer Cyclical,2026-09-22,2.680000066757202,ACCUMULATION,0.67,medium,,,-0.397,-1.0,0.5,-0.691,-0.6,,0.0,,,-0.072280064,0.0,
FLFL.NS,FUT LIFESTYLE FASH LTD,Consumer Cyclical,2026-09-22,1.1699999570846558,EXPANSION,0.44,low,CONTRACTION,3/5,-0.358,0.0,-0.865,-0.208,1.0,SHARK,0.0,,,-0.012549204,0.0,
FLUOROCHEM.NS,GUJARAT FLUOROCHEM LTD,Basic Materials,2026-09-22,4487.2001953125,DISTRIBUTION,0.53,low,,,0.078,0.0,-0.536,0.847,0.0,,0.0,80.0,88.9,6.4406214,0.07,20.1
FMGOETZE.NS,FEDERAL-MOGUL GOETZE (IND,Consumer Cyclical,2026-09-22,446.75,EXPANSION,0.53,low,DISTRIBUTION,3/5,-0.117,0.0,-0.531,0.084,1.0,,0.0,14.533181,25.9,1.7301542,3.42,0.5
FMNL.NS,FUTURE MKT NETWORKS LTD,Real Estate,2026-09-22,8.430000305175781,EXPANSION,0.36,low,CONTRACTION,3/5,-0.066,-1.0,-0.694,0.43,0.0,,0.0,6.9669423,4.7,0.4555772,0.0,26.0
FOCUS.NS,FOCUS LIGHTG & FIXTRS LTD,Consumer Cyclical,2026-09-22,59.970001220703125,CONTRACTION,0.71,low,ACCUMULATION,3/5,-0.397,-1.0,-0.297,-0.292,1.0,,0.0,78.9079,88.7,2.755088,0.0,32.9
FOODSIN.NS,FOODS & INNS LIMITED,Consumer Defensive,2026-09-22,53.83000183105469,ACCUMULATION,0.71,low,CONTRACTION,3/5,-0.527,-1.0,-0.971,0.572,-1.0,,0.0,16.165167,30.4,0.6842072,0.56,-46.0
FORCEMOT.NS,FORCE MOTORS LIMITED,Consumer Cyclical,2026-09-22,17275.0,ACCUMULATION,0.53,low,,,-0.249,0.0,-0.129,-0.987,1.0,,0.0,18.194937,35.4,5.5233746,0.29,22.8
FORTIS.NS,FORTIS HEALTHCARE LTD,Healthcare,2026-09-22,896.5499877929688,CONTRACTION,0.89,low,ACCUMULATION,1/5,-0.478,-1.0,0.103,-0.571,1.0,,0.0,64.73285,85.9,6.840029,0.11,2.3
FOSECOIND.NS,FOSECO INDIA LTD,Basic Materials,2026-09-22,6562.0,EXPANSION,0.71,low,,,0.366,0.0,0.925,0.54,0.0,,0.0,50.915577,78.4,4.9481583,0.38,69.0
FSL.NS,FIRSTSOURCE SOLU. LTD.,Technology,2026-09-22,269.5,CONTRACTION,0.53,low,EXPANSION,2/5,0.307,0.0,0.984,0.794,-1.0,,0.0,28.33859,55.3,4.243359,2.04,-2.0
FUSION.NS,FUSION FINANCE LIMITED,Financial Services,2026-09-22,183.60000610351562,ACCUMULATION,0.58,low,CONTRACTION,3/5,-0.436,-1.0,-0.7,0.253,1.0,,0.0,14.926829,27.2,1.2089525,0.0,
GABRIEL.NS,GABRIEL INDIA LTD,Consumer Cyclical,2026-09-22,1471.4000244140625,ACCUMULATION,0.71,low,EXPANSION,1/5,0.186,0.0,0.5,0.243,1.0,,0.0,83.08301,89.9,15.46563,0.39,73.2
GAEL.NS,GUJARAT AMBUJA EXPORTS LT,Consumer Defensive,2026-09-22,157.0800018310547,CONTRACTION,0.71,low,ACCUMULATION,3/5,-0.377,-1.0,-0.5,-0.193,-0.455,,0.0,17.337748,33.3,2.1867995,0.19,171.9
GAIL.NS,GAIL (INDIA) LTD,Utilities,2026-09-22,171.83999633789062,EXPANSION,0.71,low,DISTRIBUTION,3/5,0.193,0.0,-0.99,0.831,1.0,,0.0,11.433134,15.3,1.2677335,3.19,96.89999999999999
GALAPREC.NS,GALA PRECISION ENG LTD,Industrials,2026-09-22,1058.0,CONTRACTION,0.71,low,EXPANSION,3/5,0.347,0.0,0.759,0.63,1.0,,0.0,37.45133,67.8,4.622833,0.0,25.4
GALAXYSURF.NS,GALAXY SURFACTANTS LTD,Basic Materials,2026-09-22,2188.0,DISTRIBUTION,0.53,low,ACCUMULATION,1/5,-0.143,-1.0,-0.5,0.926,0.0,,0.0,21.972282,43.6,2.8262236,1.01,108.7
GALLANTT.NS,GALLANTT ISPAT LIMITED,Basic Materials,2026-09-22,545.7000122070312,CONTRACTION,0.89,low,,,-0.951,-1.0,-0.836,-0.967,0.0,,0.0,27.189837,53.3,3.9709802,0.37,-28.799999999999997
GANDHAR.NS,GANDHAR OIL REFINE IND L,Energy,2026-09-22,269.04998779296875,EXPANSION,0.71,low,,,0.407,0.0,-0.259,0.887,-0.5,,0.0,8.732554,8.9,1.9454646,1.21,633.1
GANDHITUBE.NS,GANDHI SPL. TUBES LTD,Industrials,2026-09-22,1003.2000122070312,DISTRIBUTION,0.71,low,EXPANSION,3/5,0.427,0.0,0.773,0.658,1.0,,0.0,16.309544,31.0,3.858521,1.65,29.299999999999997
GANECOS.NS,GANESHA ECOSPHERE LIMITED,Consumer Cyclical,2026-09-22,998.4000244140625,EXPANSION,0.53,low,CONTRACTION,3/5,-0.302,-1.0,-0.969,0.763,-1.0,,0.0,47.228004,76.5,2.0928931,0.35,170.0
GANESHBE.NS,GANESH BENZOPLAST LIMITED,Basic Materials,2026-09-22,125.22000122070312,DISTRIBUTION,0.71,low,,,-0.178,-1.0,-0.804,0.923,-1.0,,0.0,12.50949,18.0,1.4786214,0.0,-3.0
GANESHCP.NS,GANESH CONSUMER PRODUCT L,Consumer Defensive,2026-09-22,166.58999633789062,ACCUMULATION,0.71,high,,,-0.21,-1.0,0.64,-1.0,1.0,,0.0,14.081995,24.7,1.8094038,2.92,31.4
GANESHHOU.NS,GANESH HOUSING LIMITED,Real Estate,2026-09-22,736.7999877929688,DISTRIBUTION,0.71,low,CONTRACTION,3/5,-0.456,-1.0,-0.501,0.679,0.091,,0.0,23.162527,46.0,2.6351178,0.2,-54.900000000000006
GANGAFORGE.NS,GANGA FORGING LIMITED,Industrials,2026-09-22,1.5700000524520874,CONTRACTION,0.44,low,DISTRIBUTION,3/5,-0.103,1.0,-0.5,-0.809,-1.0,,0.0,,,0.8495671,0.0,
